candidate_id,score,rationale,stratum
CAND_0001302,0.4,"Solid applied ML background across product companies (Paytm, Observe.AI, Unacademy) with XGBoost/scikit-learn production experience, but primary expertise is computer vision (CNN, Diffusion Models top skills) rather than NLP/IR/ranking — which the JD explicitly flags as a disqualifier without significant IR exposure.",high_behavioral
CAND_0001426,0.2,Entire 4.2-year career is at Cognizant (IT services) doing QA/test automation with no production ML or IR work; Computer Vision listed as an advanced skill but there is no supporting career evidence for any ML engineering role.,random
CAND_0001436,0.2,"Only 2.4 years of experience in DevOps and mobile development at CRED and Pied Piper (fictional company), with pgvector listed as an intermediate skill but no evidence of any production ML, NLP, or IR system work.",top_retrieval_dense
CAND_0001461,0.0,"Despite a UC Berkeley M.Sc, the 9.3-year career is entirely non-technical — enterprise sales at Pied Piper (fictional), content writing at Wipro, customer support, and accounting — with no engineering or ML work of any kind.",top_retrieval_dense
CAND_0001563,0.0,"Career is entirely in sales and accounting at Dunder Mifflin (fictional company honeypot) and Globex Inc with no engineering or ML work; Weights & Biases listed as an advanced skill despite a wholly non-technical career, indicating keyword stuffing.",random
CAND_0001600,0.4,"Has production ML at InMobi (time-series forecasting) and BYJU'S (collaborative filtering recommendation), but top skills are Object Detection and Diffusion Models with no evidence of IR/ranking evaluation frameworks (NDCG, MAP) or hybrid retrieval experience.",top_retrieval_bm25
CAND_0001610,0.8,"Built semantic search from scratch with sentence-transformers and FAISS at Dream11, shipped content recommendation for 10M+ users at Flipkart using sentence-transformer embeddings, and trained XGBoost/LightGBM ranking models for a discovery feed at Zoho — directly matching the core IR/ranking requirements at product companies.",top_retrieval_dense
CAND_0001638,0.4,"Strong data engineering depth (Airflow, Spark, Kafka at product companies CRED and Unacademy) and lists Vector Search advanced skill, but career work is entirely pipeline/infrastructure with no evidence of production embedding retrieval, ranking models, or NDCG/MAP evaluation ownership.",top_retrieval_bm25
CAND_0001682,0.2,"Entire career spent in IT services (Capgemini, Cognizant) doing QA automation and Android/frontend development, with top skills in YOLO and CNN (computer vision — explicitly undesired), and AI/ML only at self-learner level via online courses.",high_behavioral
CAND_0001705,0.2,"Lists BM25 as an advanced skill but actual career work is frontend engineering (React/TypeScript) at Mindtree (IT services) and QA at Swiggy, with no production IR, ranking, or ML deployment evident in any described role.",title_mismatch
CAND_0001721,0.2,"Only 1.2 years experience in a single QA/frontend role at Hooli (a fictional company), with skills limited to Agile and beginner-level Databricks — no production ML, IR, or ranking work of any kind.",random
CAND_0001782,0.0,"Career is entirely non-technical (enterprise sales, customer support lead, content writing/SEO), includes Dunder Mifflin as an employer (fictional company), and AI exposure is limited to ChatGPT for personal productivity.",random
CAND_0001788,0.0,"Non-technical career spanning business consulting, graphic design, accounting, and marketing across Wayne Enterprises and Pied Piper (both fictional companies), with zero engineering or ML work despite listing Kafka and Spark as skills.",low_behavioral
CAND_0001839,0.0,"Career history is entirely non-technical (accounting, mechanical engineering design, marketing/business analysis) including Wayne Enterprises (fictional company), with no ML, IR, or software engineering work despite holding a Ph.D in CS.",random
CAND_0001895,0.2,"Java backend and QA career at Pied Piper (fictional company) and HCL (IT services) with no production ML work, though listing Weaviate intermediate suggests awareness of vector databases that is unsupported by any described role.",high_behavioral
CAND_0001930,0.4,"Has 6.9 years of ML experience at product companies (Dream11, Flipkart, Nykaa) with recommendation systems and Milvus (vector DB) exposure, but primary focus is CV/collaborative filtering with only intermediate NLP and no clear NDCG/ranking evaluation or hybrid retrieval ownership.",top_retrieval_bm25
CAND_0001950,0.0,"Operations/marketing background with career at Wipro (IT services) and fictional companies (Stark Industries, Pied Piper); no engineering or ML skills — purely non-technical profile with zero relevance to IR/ranking.",title_mismatch
CAND_0002000,0.0,"Sales executive whose entire career spans Dunder Mifflin (fictional honeypot), Wayne Enterprises (fictional), and Pied Piper (fictional) in sales and civil engineering roles with no ML, IR, or software engineering experience whatsoever.",honeypot_flagged
CAND_0002065,0.2,"Strong IIT Roorkee + Stanford education and 9 years of software experience, but entire career is at IT-services firms (Wipro, Cognizant) in DevOps/.NET/QA roles with no ML production experience — only self-reported RAG side project.",title_match_strong
CAND_0002106,0.0,"Content writer/accountant/customer support roles across manufacturing companies (Acme Corp, Globex) with no engineering or ML work; skills list (Salesforce CRM, SEO) confirms zero relevance to the AI engineering role.",title_mismatch
CAND_0002111,0.0,"Sales executive and accountant at fictional companies (Initech, Dunder Mifflin) and Hooli with career entirely in sales, accounting, and project management — no technical or ML skills relevant to the role.",random
CAND_0002115,0.0,"Sales executive at Stark Industries (fictional) and accountant at TCS with marketing/sales background and no ML or engineering experience; skills (SAP, ETL, React) show no IR/ranking depth.",low_behavioral
CAND_0002128,0.0,"HR Manager and content writer at fictional company (Wayne Enterprises) and Hooli/Globex with career spanning HR, content writing, and business analysis — no ML, IR, or software engineering depth.",low_behavioral
CAND_0002169,0.0,Mechanical engineer at fictional company Initech with only 2.7 years experience; summary self-describes as a marketing manager curious about AI tools — no engineering or ML production work of any kind.,random
CAND_0002219,0.0,"Project manager at TCS (IT services) and civil engineer at Stark Industries (fictional) with a PhD in Civil Engineering; career shows no ML, IR, or software engineering experience despite listing Weights & Biases as a skill.",random
CAND_0002246,0.2,"Eight years as a full-stack/DevOps/frontend engineer with self-learner AI exposure only; lists Haystack as an advanced skill but career shows no production IR or ranking work, and a role at fictional company Dunder Mifflin is a hard honeypot signal.",high_behavioral
CAND_0002332,0.0,"Career is entirely in sales, marketing, and accounting (Wipro + Stark Industries fictional company); no engineering or ML work whatsoever.",random
CAND_0002344,0.4,"Solid ML production experience (PyTorch, MLOps) with a strong IIT Delhi B.Sc AI pedigree, but specialization is entirely computer vision (ResNet, YOLO, Object Detection) with no evidence of NLP, IR, retrieval, or ranking work — a domain the JD explicitly flags as a disqualifier without NLP/IR crossover.",random
CAND_0002345,0.0,Only three years of experience in a project-manager/operations role at fictional Wayne Enterprises with no technical engineering or ML skills.,random
CAND_0002389,0.6,"Advanced Milvus (59 months) and Semantic Search (28 months) skills are strong IR signals, with backend engineering at Flipkart and a startup, but career titles and summary skew data-engineering rather than ML ranking, and one stint at Accenture (IT services) is a mild negative.",title_match_strong
CAND_0002417,0.0,"Fourteen years in HR, project management, and customer support exclusively at IT-services firms (Infosys, TCS, Wipro) with no engineering or ML work.",low_behavioral
CAND_0002432,0.2,"Only 2.7 years of experience focused on data pipelines (Kafka, Spark, Airflow) with no IR, embeddings, or ranking work, and a significant stint at TCS (IT services) with no product-company ML exposure.",random
CAND_0002677,0.0,"Career spans business analysis, accounting, and graphic design at IT-services and fictional companies (Stark Industries, Pied Piper) with no technical AI or engineering work despite listing BentoML as an intermediate skill.",low_behavioral
CAND_0002701,0.0,"Entire career in content writing, operations, graphic design, and sales at fictional companies (Pied Piper, Dunder Mifflin) with no ML or engineering relevance.",random
CAND_0002779,0.0,"14.4 years across customer support, HR, civil engineering, and accounting at fictional companies (Stark Industries, Dunder Mifflin) with zero AI or software engineering background.",low_behavioral
CAND_0002876,0.2,"Career is dominated by data engineering (Airflow pipelines, Snowflake, dbt) with no production IR/ranking/embedding systems, and a current role at fictional Stark Industries is a honeypot signal; claimed PEFT advanced skill is unsupported by any actual ML project in the career history.",high_behavioral
CAND_0002888,0.0,"Current title is HR Manager and the sole career entry describes brand design and creative direction at a consumer-products company, with zero engineering or ML work of any kind.",low_behavioral
CAND_0002894,0.2,"Only 1.7 years of experience split between IT-services (Tech Mahindra) and a short Swiggy stint doing full-stack web work, with AI exposure limited to a self-described side RAG project; claimed 'Embeddings: advanced' with 59 endorsements is implausible given the actual career history.",top_retrieval_dense
CAND_0002993,0.0,"Ten years entirely in non-technical roles (accounting, operations, enterprise sales) at Wipro and Wayne Enterprises (a fictional company), with no engineering, ML, or IR work anywhere in the career.",random
CAND_0002999,0.0,"Nearly ten years as an Operations/Mechanical Engineer across Wayne Enterprises (fictional), Wipro IT-services, and Acme Corp manufacturing, with no technical ML or IR content and career descriptions copied from unrelated roles (logistics ops, enterprise sales).",title_mismatch
CAND_0003069,0.0,"Six years entirely at Infosys/TCS/Wipro in Project Manager, Customer Support, and HR Manager roles with skill set of Salesforce CRM and SEO — no engineering or ML work present.",random
CAND_0003138,0.0,"Only 1.2 years of experience as a Customer Support / content writer at Acme Corp covering SEO and writing, with no engineering or ML work, despite listing an M.Tech in Data Science.",title_mismatch
CAND_0003198,0.2,"Entire 3.9-year career is at IT-services firms (Infosys, Cognizant) doing Java backend microservices and QA test automation with no IR, embedding, or ranking systems experience, though NIT Trichy tier_1 education is a mild positive signal.",consulting_only
CAND_0003201,0.2,"Only 1.6 years of experience doing React/frontend engineering at Swiggy with AI exposure limited to a self-learner RAG side project, and top skills (Diffusion Models, Image Classification) point to computer vision rather than NLP/IR.",random
CAND_0003206,0.2,"7.6 years across Tech Mahindra, HCL, and Acme Corp in QA, .NET backend, and DevOps roles with no IR/ranking/embedding production work; IIT Kharagpur PhD is a strong credential but skills (Time Series, Next.js, Illustrator) and actual job descriptions show no NLP or search systems experience.",high_behavioral
CAND_0003252,0.0,"Business Analyst with 1.5 years experience whose sole role is at the fictional company Pied Piper, with a marketing-manager background and zero ML/IR engineering skills.",low_behavioral
CAND_0003270,0.0,"Customer Support role with 1.7 years experience, marketing manager background with no engineering or ML skills, and only beginner-level unrelated skills (Rust, TypeScript) with no IR/ranking exposure.",low_behavioral
CAND_0003290,0.4,"5.9 years at product companies (Verloop.io, Haptik, Unacademy) with NLP pipelines and Weaviate (advanced, 29 months) exposure, but career is primarily CV/forecasting/analytics with no evidence of production retrieval evaluation metrics (NDCG, MAP) or hybrid search systems.",top_retrieval_bm25
CAND_0003358,0.2,"PhD in AI from NIT Warangal (tier_1) provides strong CS fundamentals, but 3.9 years experience is split between Acme Corp and HCL (IT services) with cloud/DevOps work and no production ML, retrieval, or ranking systems built.",tier1_education
CAND_0003381,0.0,"12.8 years as Project Manager, Civil Engineer, and HR Manager across Infosys and fictional companies (Initech), with no technical ML or engineering work and only superficial AI curiosity.",top_anti_persona_sim
CAND_0003486,0.0,"Graphic Designer with 1.7 years experience at fictional company Dunder Mifflin, marketing manager background, and no relevant ML or IR skills despite an anomalous advanced BentoML endorsement inconsistent with the rest of the profile.",random
CAND_0003560,0.2,"12.8-year career entirely in business analysis, operations, and marketing management at Wayne Enterprises and Stark Industries (fictional companies), with only recent online courses and beginner-level Pinecone (9 months) indicating a shallow AI pivot with no engineering depth.",top_anti_persona_sim
CAND_0003609,0.6,"6.1 years at product companies (Sarvam AI, InMobi, PharmEasy) including production recommendation-system engineering at InMobi and ML API deployment at Sarvam AI, but lacks explicit evidence of IR evaluation metrics (NDCG/MAP), hybrid search infrastructure, or embedding-based retrieval in production.",top_retrieval_bm25
CAND_0003679,0.2,"9.7 years predominantly at IT-services firms (Capgemini x2, Mphasis) in QA and mobile development roles; despite an advanced Learning-to-Rank skill listing (48 months), actual career descriptions show no IR/ranking systems and are inconsistent with that skill claim.",title_match_strong
CAND_0003699,0.0,"11.2 years entirely in non-technical roles (Customer Support, Accountant, Graphic Designer, Content Writer) at TCS and Infosys with no engineering or ML experience whatsoever.",random
CAND_0003706,0.2,"Career is data engineering and analytics with only 30% lightweight ML (sklearn/XGBoost for clustering and churn), top skills are Object Detection/YOLO/OpenCV indicating computer vision focus rather than NLP or IR, no embeddings/retrieval/ranking experience, and current role is at fictional company Stark Industries.",random
CAND_0003763,0.0,"Entire 10-year career spans non-technical roles (Accountant, Customer Support, Sales Executive) exclusively at IT services firms (Infosys, Wipro, TCS), with no engineering or ML work of any kind.",random
CAND_0003770,0.0,"Career is entirely non-technical (Content Writer, Operations Manager, Project Manager, Graphic Designer) at Wipro and fictional company Initech, with only recent online courses on RAG/vectors representing a career pivot with no prior engineering depth.",tier1_education
CAND_0003832,0.2,"Background is DevOps/cloud infrastructure and full-stack web development at HCL (IT services) and fictional Wayne Enterprises, with AI experience limited to self-learner courses and a small RAG side project — no production ML or IR/ranking work.",random
CAND_0003962,0.0,"Thirteen-year career consists entirely of non-technical roles (HR Manager, Mechanical Engineer, Operations Manager) at fictional company Pied Piper and Hooli/Stark Industries, with Hugging Face Transformers listed at only 8 months duration indicating a very recent pivot with no production ML experience.",low_behavioral
CAND_0003977,0.8,"Led production migration from keyword-search to embedding-based retrieval (sentence-transformers BGE + FAISS) at Google and Rephrase.ai, holds expert-level skills in Semantic Search, Embeddings, and Learning to Rank with multi-year durations, and demonstrates evaluation rigor — directly matching the role's core requirements for hybrid retrieval and ranking systems.",top_retrieval_dense
CAND_0004031,0.0,"Entire career is in non-technical sales and graphic design roles (Sales Executive at Hooli, Graphic Designer at Acme Corp) with no engineering or ML work, confirming honeypot_flagged stratum.",honeypot_flagged
CAND_0004069,0.0,"Career consists of Mechanical Engineer and Marketing Manager roles at fictional company Pied Piper and Hooli, with skills in Six Sigma and Photoshop — no ML, NLP, or IR experience whatsoever despite the title_match_strong stratum suggesting keyword inflation.",title_match_strong
CAND_0004082,0.0,"Only 1.2 years of experience as a Civil Engineer at fictional company Initech, with a self-described marketing manager background and no engineering depth, making this candidate completely unqualified for a production ML/IR role.",title_match_strong
CAND_0004246,0.2,"Entire 2.9-year career is frontend engineering at Accenture (consulting firm) with AI experience limited to self-learner courses and a small RAG side project, and skills dominated by Azure, Photoshop, and Salesforce CRM rather than any ML/IR tooling.",random
CAND_0004256,0.0,"Customer support role at fictional company Stark Industries with 1.1 years experience, marketing manager background, and zero engineering or ML skills — completely misaligned with a production IR/ranking engineering role.",low_behavioral
CAND_0004402,0.4,"6 years at product companies (Yellow.ai, Zomato) with IIT Guwahati/Madras education and PEFT/PyTorch skills, but primary ML work is computer vision and TTS rather than retrieval/ranking/IR, with no evidence of embedding-based search, vector databases, or NDCG evaluation frameworks.",top_retrieval_bm25
CAND_0004418,0.0,"Career spans civil engineering, accounting, and content writing across Wipro and fictional Stark Industries, with no ML, NLP, or IR experience whatsoever despite superficial data-pipeline skill listing.",title_match_strong
CAND_0004457,0.2,"5.9 years of backend/mobile engineering at CRED (a product company) shows solid software fundamentals, but all ML experience is self-learner level (online courses, small RAG side project) with no production ML, ranking, or retrieval work, and skills profile shows object detection and MLOps rather than IR.",top_retrieval_dense
CAND_0004514,0.0,"Content writer at fictional Stark Industries for 2 years with a marketing manager background, Photoshop/PowerPoint as primary tools, and no engineering or ML experience at all.",random
CAND_0004574,0.2,"3.9 years of Java/Node.js backend engineering at Globex Inc and fictional Hooli with a Physics degree, self-learner AI exposure only, and skills dominated by ASR and reinforcement learning with no retrieval, ranking, or vector search experience.",random
CAND_0004585,0.2,"4.7 years at product companies (Swiggy, Zomato) in frontend and DevOps roles with no production ML; recommendation systems listed as an intermediate skill but with only 15 months duration and no evidence of retrieval, NDCG evaluation, or embedding-based systems in actual job descriptions.",random
CAND_0004597,0.0,"14 years across sales, operations, HR (at Infosys), and accounting at fictional Initech with SEO/Sales as primary skills — a non-technical career with zero ML or engineering work despite recent AI curiosity.",random
CAND_0004621,0.0,"Career is entirely non-technical (business analyst at Infosys, graphic designer at TCS, civil engineer at fictional Wayne Enterprises) with MLOps listed at intermediate for only 9 months — a clear anti-persona with no relevant IR, ML, or ranking engineering experience.",top_anti_persona_sim
CAND_0004710,0.0,"2.3 years as a civil engineer at Wipro (IT services) whose actual work was B2B SaaS marketing/demand-generation, with skills limited to Terraform, Angular, and Spring Boot and no ML or retrieval experience.",consulting_only
CAND_0004729,0.0,"Career is entirely enterprise sales and customer support at Wipro (IT services) and Initech (fictional company), with no ML/AI engineering, no IR or ranking experience, and skills limited to Project Management, Excel, and SQL.",title_mismatch
CAND_0004793,0.2,"Entire career is DevOps/cloud infrastructure at Cognizant (IT services only) with no production ML or IR work; AI exposure is self-learner level with a small RAG side project and LangChain skill, which the JD explicitly flags as insufficient.",tier1_education
CAND_0004845,0.0,"Career spans demand-generation marketing, SEO, and accounting across Initech (fictional), TCS, and Hooli with zero engineering or ML work, making this a non-technical profile incompatible with the Senior AI Engineer role.",title_mismatch
CAND_0004848,0.6,"Has advanced-level BM25 and Weaviate skills plus PEFT experience, worked on NLP pipelines at Freshworks (SaaS product company) and Haptik (Conversational AI), and holds tier_2 engineering degrees, but no explicit NDCG/ranking evaluation ownership or dense+hybrid retrieval system shipped to production users.",title_match_strong
CAND_0004872,0.2,"Only 2.7 years of experience entirely at IT-services firms (Capgemini, Mphasis) doing frontend and mobile development, with skills skewed toward computer vision (Object Detection) rather than NLP/IR, which the JD explicitly disqualifies.",title_match_strong
CAND_0004912,0.0,"Entire 4.6-year career is at Accenture (consulting only) doing QA automation and frontend React work; no ML, no IR, no ranking experience, and skills are CI/CD, JavaScript, and Tally — entirely misaligned with the role.",consulting_only
CAND_0004969,0.2,"Current role is at Pied Piper (fictional company, a negative signal per the rubric), only 2.4 years of experience in full-stack and mobile development, and data-engineering skills (MLflow, Databricks, Hadoop, dbt) show no IR or ranking depth despite an IIT Roorkee education.",top_retrieval_dense
CAND_0005017,0.0,"10.4 years spent in marketing, HR, and sales roles at Stark Industries (fictional company), Wipro, and Infosys with no technical or ML engineering background, and Kubernetes listed as beginner with only 2 months duration indicating keyword inflation.",random
CAND_0005046,0.0,"12.3-year career covers civil engineering, BA, customer support, and marketing exclusively at Initech (fictional), TCS, and Wipro (IT services), with no ML or software engineering work and skills limited to data pipeline tools with very low endorsements.",title_mismatch
CAND_0005054,0.2,"9.2 years of full-stack and QA work with roles at multiple fictional companies (Dunder Mifflin, Pied Piper) as negative signals; one product-company stint at Zomato but no IR/ranking/embedding experience, and ML skills are self-described as learner-level despite MLOps and Data Science listed.",high_behavioral
CAND_0005059,0.0,"HR Manager with a non-engineering career across operations, mechanical design, and civil engineering roles; no ML, retrieval, or AI engineering experience whatsoever, and current company (Pied Piper) is a fictional honeypot.",random
CAND_0005095,0.2,5.5-year software engineer with full-stack/backend background who explicitly self-describes as a 'self-learner' on ML with only a small RAG side project — no production IR/search/ranking experience and prior company Initech is a fictional honeypot.,top_retrieval_dense
CAND_0005124,0.0,Career is entirely in sales (Sales Executive at Globex/Hooli/TCS) with prior Customer Support at Wayne Enterprises (fictional company/honeypot) and graphic design at TCS — zero engineering or ML work of any kind.,random
CAND_0005260,1.0,"Senior NLP Engineer at Netflix and Yellow.ai with direct production experience building BM25+dense hybrid retrieval (BGE embeddings, FAISS HNSW) serving 50M+ queries/month, LLM fine-tuning via LoRA/QLoRA, RAG eval frameworks, and IIIT Bangalore B.Tech — an exceptionally precise match for every core JD requirement.",top_retrieval_dense
CAND_0005303,0.4,"3.1-year ML engineer at CRED and PolicyBazaar with production NLP pipelines and lightweight recommendation features using sklearn/transformers, but only 3 years of experience, no explicit IR/search/ranking or hybrid retrieval work, and no evaluation metric ownership (NDCG/MAP/MRR).",top_retrieval_bm25
CAND_0005311,0.4,"AI Research Engineer at Aganitha/Swiggy with 5.7 years and IIT Kharagpur B.Tech, but work is focused on computer vision (ResNet) and time-series forecasting — not IR/search/ranking — and the profile explicitly notes lighter NLP depth and no hybrid retrieval or evaluation framework experience.",top_retrieval_dense
CAND_0005441,0.0,"14.7-year career as Mechanical Engineer and Business Analyst split across Dunder Mifflin (fictional honeypot, twice), Infosys, and Wipro with no ML or AI engineering work, and the self-summary explicitly describes a marketing-manager identity with only casual ChatGPT curiosity.",title_match_strong
CAND_0005460,0.4,"7-year backend/data engineer at Meesho/Zomato/PhonePe with solid Python, Spark, XGBoost, and Milvus exposure, but the role is primarily data warehousing and analytics-engineering with only lightweight ML (~30% of time) and no production retrieval/ranking systems or evaluation metric ownership.",high_behavioral
CAND_0005481,0.0,"Project Manager career across Globex, TCS (twice), and Stark Industries (fictional honeypot) in sales, marketing, and content roles with no engineering or ML background — YOLO listed as an advanced skill is incoherent with the actual career history.",random
CAND_0005489,0.0,Sales Executive at Dunder Mifflin (fictional honeypot) and Graphic Designer at Stark Industries (fictional honeypot) with a career in SEO content writing and accounting — zero engineering depth despite holding M.Sc ML and M.Tech degrees from tier_2 institutions.,random
CAND_0005538,0.8,"Production IR background across Adobe and Google with expert pgvector and advanced Information Retrieval Systems skills (56 endorsements), plus shipped a live A/B-tested recommendation system at Glance — directly matching the JD's core requirements for hybrid retrieval and ranking at product companies.",top_retrieval_bm25
CAND_0005596,0.0,"Entire career is in non-technical roles (Customer Support, Sales) at fictional honeypot companies (Dunder Mifflin, Initech) with zero ML, engineering, or information retrieval experience.",top_retrieval_dense
CAND_0005619,0.0,"Career spans accounting, sales, and content writing across TCS, Infosys, and fictional companies (Initech, Wayne Enterprises) with no ML or software engineering work of any kind.",random
CAND_0005633,0.2,Operations Manager and Marketing Manager roles with no production engineering experience; Diffusion Models listed as a skill but career history shows no ML engineering depth and includes a fictional company (Initech).,random
CAND_0005702,0.2,"9+ years of QA and DevOps work primarily at Cognizant (IT services) and multiple fictional companies (Wayne Enterprises, Pied Piper, Dunder Mifflin), with AI exposure limited to self-taught side projects and no production IR or ranking systems.",title_match_strong
CAND_0005744,0.0,"Entire 11-year career consists of Content Writer, Civil Engineer, and Mechanical Engineer titles at Hooli, Acme Corp, and Infosys, with no ML, NLP, or information retrieval skills.",random
CAND_0005770,0.2,"Only 2 years of experience in .NET development and DevOps at Wipro (IT services), with AI/ML exposure limited to online courses and a hobby RAG project — no production ML or ranking system work.",top_retrieval_dense
CAND_0005783,0.0,"HR Manager for 7 years entirely at TCS (IT services) and a manufacturing company, with no engineering or ML background; recent LangChain/RAG curiosity does not compensate for a wholly non-technical career.",random
CAND_0005841,0.2,Business Analyst and Project Manager roles at Hooli and Globex with no ML engineering depth; includes a stint at fictional Dunder Mifflin and skills limited to general business/project tools rather than IR or ranking systems.,top_anti_persona_sim
CAND_0005849,0.2,"8.4 years of Java/Spring Boot backend development almost entirely at Infosys (IT services), with no production ML or IR experience and AI exposure limited to hobby-level RAG projects.",random
CAND_0005858,0.0,"Career is entirely non-technical operations/project management at IT-services firms (Wipro) with no ML, IR, or engineering depth — only superficial ChatGPT curiosity mentioned, and skills listed are beginner Vue.js/Docker unrelated to ranking or retrieval.",low_behavioral
CAND_0005890,0.0,"Entire career is in marketing manager and operations roles with zero engineering or ML production work; current employer Dunder Mifflin is a fictional company (honeypot signal), and no evidence of retrieval, ranking, or applied AI systems.",random
